Date;Area Name;Electric;Plug-In Hybrid*;Hybrid;All Hybrids;Gas;Diesel;Electric: Difference;Plug-In Hybrid*: Difference;Hybrid: Difference;All Hybrids: Difference;Gas: Difference;Diesel: Difference;Year;Month
2021-05-31 00:00:00;Cherokee County;13.0;25.0;249.0;274.0;25664.0;2043.0;0.0;2.0;10.0;12.0;33.0;-1.0;2021;05
2021-05-31 00:00:00;Davie County;48.0;25.0;536.0;561.0;39595.0;3272.0;4.0;3.0;7.0;10.0;-27.0;27.0;2021;05
2021-05-31 00:00:00;Durham County;1141.0;595.0;7917.0;8512.0;199840.0;6412.0;40.0;25.0;76.0;101.0;1050.0;77.0;2021;05
2021-05-31 00:00:00;Gaston County;203.0;109.0;1873.0;1982.0;163672.0;9109.0;9.0;4.0;17.0;21.0;978.0;27.0;2021;05
2021-05-31 00:00:00;Halifax County;19.0;7.0;314.0;321.0;43439.0;2117.0;0.0;-1.0;9.0;8.0;-21.0;15.0;2021;05
2021-05-31 00:00:00;Hyde County;4.0;2.0;28.0;30.0;3558.0;491.0;0.0;0.0;1.0;1.0;11.0;-4.0;2021;05
2021-05-31 00:00:00;Iredell County;307.0;162.0;2186.0;2348.0;152375.0;10692.0;17.0;18.0;43.0;61.0;705.0;116.0;2021;05
2021-05-31 00:00:00;Jackson County;29.0;47.0;470.0;517.0;30174.0;2706.0;1.0;3.0;10.0;13.0;22.0;40.0;2021;05
2021-05-31 00:00:00;Onslow County;109.0;104.0;1799.0;1903.0;129460.0;7361.0;7.0;3.0;30.0;33.0;515.0;37.0;2021;05
2021-05-31 00:00:00;Pamlico County;12.0;14.0;151.0;165.0;11017.0;923.0;1.0;2.0;-2.0;0.0;52.0;7.0;2021;05
2021-05-31 00:00:00;Perquimans County;5.0;12.0;143.0;155.0;11515.0;966.0;2.0;0.0;-4.0;-4.0;35.0;-2.0;2021;05
2021-05-31 00:00:00;Rowan County;86.0;92.0;1278.0;1370.0;114980.0;10186.0;-3.0;3.0;18.0;21.0;439.0;31.0;2021;05
2021-05-31 00:00:00;Warren County;15.0;15.0;135.0;150.0;16902.0;1056.0;1.0;2.0;5.0;7.0;47.0;4.0;2021;05
2021-11-30 00:00:00;Ashe County;19.0;16.0;285.0;301.0;25773.0;2593.0;1.0;1.0;4.0;5.0;-20.0;0.0;2021;11
2021-11-30 00:00:00;Avery County;16.0;4.0;164.0;168.0;15915.0;1690.0;1.0;0.0;3.0;3.0;-53.0;3.0;2021;11
2021-11-30 00:00:00;Brunswick County;250.0;167.0;2489.0;2656.0;125107.0;5660.0;9.0;4.0;14.0;18.0;118.0;0.0;2021;11
2021-11-30 00:00:00;Buncombe County;1058.0;695.0;7034.0;7729.0;198579.0;12961.0;28.0;33.0;52.0;85.0;-1111.0;32.0;2021;11
2021-11-30 00:00:00;Carteret County;114.0;66.0;927.0;993.0;60310.0;4249.0;2.0;1.0;6.0;7.0;-20.0;28.0;2021;11
2021-11-30 00:00:00;Caswell County;7.0;12.0;206.0;218.0;21256.0;1471.0;0.0;1.0;-1.0;0.0;-59.0;-1.0;2021;11
2021-11-30 00:00:00;Chowan County;16.0;13.0;151.0;164.0;11884.0;972.0;0.0;1.0;4.0;5.0;-9.0;1.0;2021;11
2021-11-30 00:00:00;Forsyth County;565.0;373.0;5547.0;5920.0;270632.0;14630.0;10.0;8.0;31.0;39.0;-372.0;31.0;2021;11
2021-11-30 00:00:00;Hertford County;7.0;5.0;105.0;110.0;17275.0;1395.0;1.0;0.0;6.0;6.0;-61.0;2.0;2021;11
2021-11-30 00:00:00;Jones County;2.0;3.0;56.0;59.0;8453.0;734.0;0.0;0.0;0.0;0.0;-8.0;9.0;2021;11
2021-11-30 00:00:00;Lincoln County;148.0;81.0;951.0;1032.0;74962.0;5841.0;8.0;-4.0;4.0;0.0;118.0;17.0;2021;11
2021-11-30 00:00:00;Orange County;1109.0;529.0;5706.0;6235.0;90970.0;4027.0;23.0;8.0;46.0;54.0;-111.0;5.0;2021;11
2021-11-30 00:00:00;Sampson County;14.0;16.0;341.0;357.0;54313.0;4900.0;1.0;0.0;5.0;5.0;-140.0;-5.0;2021;11
2021-11-30 00:00:00;Stokes County;26.0;28.0;441.0;469.0;44713.0;3380.0;5.0;0.0;0.0;0.0;-46.0;14.0;2021;11
2021-11-30 00:00:00;Wilkes County;27.0;23.0;703.0;726.0;63361.0;5018.0;0.0;1.0;8.0;9.0;-92.0;-9.0;2021;11
2021-04-30 00:00:00;Alamance County;179.0;125.0;1991.0;2116.0;132597.0;7273.0;10.0;5.0;31.0;36.0;800.0;16.0;2021;04
2021-04-30 00:00:00;Caldwell County;44.0;46.0;666.0;712.0;72496.0;5018.0;-3.0;1.0;27.0;28.0;298.0;-4.0;2021;04
2021-04-30 00:00:00;Craven County;68.0;63.0;1166.0;1229.0;78962.0;4554.0;4.0;5.0;15.0;20.0;526.0;-1.0;2021;04
2021-04-30 00:00:00;Franklin County;55.0;49.0;722.0;771.0;54755.0;3533.0;3.0;1.0;8.0;9.0;540.0;13.0;2021;04
2021-04-30 00:00:00;Granville County;49.0;36.0;598.0;634.0;49701.0;2703.0;4.0;1.0;6.0;7.0;361.0;20.0;2021;04
2021-04-30 00:00:00;Hertford County;4.0;4.0;96.0;100.0;17287.0;1374.0;1.0;0.0;-2.0;-2.0;188.0;12.0;2021;04
2021-04-30 00:00:00;Jackson County;28.0;44.0;460.0;504.0;30152.0;2666.0;3.0;3.0;6.0;9.0;159.0;9.0;2021;04
2021-04-30 00:00:00;Johnston County;205.0;159.0;2167.0;2326.0;161701.0;10146.0;28.0;0.0;27.0;27.0;1269.0;64.0;2021;04
2021-04-30 00:00:00;Jones County;2.0;5.0;48.0;53.0;8434.0;664.0;0.0;1.0;-3.0;-2.0;45.0;7.0;2021;04
2021-04-30 00:00:00;Montgomery County;19.0;9.0;220.0;229.0;23229.0;1717.0;0.0;1.0;5.0;6.0;138.0;13.0;2021;04
2021-04-30 00:00:00;New Hanover County;460.0;206.0;3460.0;3666.0;157532.0;7369.0;31.0;3.0;47.0;50.0;816.0;8.0;2021;04
2021-04-30 00:00:00;Pitt County;137.0;87.0;1751.0;1838.0;115970.0;5408.0;4.0;5.0;28.0;33.0;832.0;51.0;2021;04
2021-04-30 00:00:00;Rutherford County;29.0;32.0;588.0;620.0;55821.0;4120.0;2.0;-1.0;18.0;17.0;285.0;2.0;2021;04
2021-04-30 00:00:00;Wilson County;37.0;28.0;548.0;576.0;62158.0;4130.0;5.0;6.0;2.0;8.0;233.0;2.0;2021;04
2021-02-28 00:00:00;Avery County;11.0;2.0;133.0;135.0;15515.0;1605.0;0.0;0.0;6.0;6.0;-7.0;11.0;2021;02
2021-02-28 00:00:00;Brunswick County;172.0;129.0;2155.0;2284.0;119035.0;5243.0;9.0;6.0;42.0;48.0;223.0;-14.0;2021;02
2021-02-28 00:00:00;Chatham County;371.0;172.0;2114.0;2286.0;64266.0;4372.0;6.0;-2.0;-1.0;-3.0;-109.0;0.0;2021;02
2021-02-28 00:00:00;Chowan County;13.0;3.0;132.0;135.0;11562.0;943.0;0.0;1.0;8.0;9.0;-3.0;12.0;2021;02
2021-02-28 00:00:00;Columbus County;4.0;8.0;271.0;279.0;42332.0;2952.0;0.0;1.0;5.0;6.0;-98.0;-48.0;2021;02
2021-02-28 00:00:00;Greene County;4.0;1.0;118.0;119.0;14818.0;1137.0;0.0;0.0;2.0;2.0;-30.0;5.0;2021;02
2021-02-28 00:00:00;Hoke County;23.0;18.0;393.0;411.0;38336.0;2161.0;2.0;1.0;3.0;4.0;61.0;-3.0;2021;02
2021-02-28 00:00:00;New Hanover County;397.0;193.0;3358.0;3551.0;155126.0;7270.0;-3.0;0.0;16.0;16.0;85.0;-19.0;2021;02
2021-02-28 00:00:00;Randolph County;49.0;66.0;1236.0;1302.0;120418.0;9115.0;2.0;1.0;8.0;9.0;-60.0;61.0;2021;02
2021-02-28 00:00:00;Rockingham County;30.0;36.0;664.0;700.0;77681.0;4893.0;0.0;0.0;17.0;17.0;-179.0;-5.0;2021;02
2021-02-28 00:00:00;Sampson County;7.0;9.0;291.0;300.0;53176.0;4655.0;0.0;-1.0;5.0;4.0;-44.0;21.0;2021;02
2021-02-28 00:00:00;Scotland County;8.0;7.0;179.0;186.0;24316.0;960.0;0.0;0.0;1.0;1.0;94.0;-5.0;2021;02
2021-02-28 00:00:00;Swain County;7.0;7.0;158.0;165.0;13246.0;1380.0;-1.0;1.0;3.0;4.0;-28.0;-2.0;2021;02
2021-02-28 00:00:00;Wayne County;48.0;37.0;814.0;851.0;90464.0;4937.0;2.0;2.0;13.0;15.0;-126.0;-34.0;2021;02
2021-02-28 00:00:00;Wilson County;31.0;23.0;530.0;553.0;61148.0;4113.0;2.0;0.0;6.0;6.0;-103.0;19.0;2021;02
2021-02-28 00:00:00;Yadkin County;10.0;16.0;291.0;307.0;36270.0;3178.0;1.0;2.0;11.0;13.0;89.0;4.0;2021;02
2021-08-31 00:00:00;Alleghany County;7.0;8.0;108.0;116.0;11140.0;1336.0;1.0;-1.0;1.0;0.0;5.0;3.0;2021;08
2021-08-31 00:00:00;Bertie County;2.0;5.0;92.0;97.0;16385.0;1203.0;0.0;0.0;0.0;0.0;10.0;-17.0;2021;08
2021-08-31 00:00:00;Cabarrus County;461.0;197.0;2670.0;2867.0;164289.0;9686.0;15.0;11.0;36.0;47.0;151.0;123.0;2021;08
2021-08-31 00:00:00;Cherokee County;15.0;28.0;252.0;280.0;25857.0;2057.0;3.0;2.0;-1.0;1.0;20.0;9.0;2021;08
2021-08-31 00:00:00;Chowan County;18.0;10.0;145.0;155.0;11870.0;976.0;0.0;1.0;0.0;1.0;8.0;-1.0;2021;08
2021-08-31 00:00:00;Henderson County;195.0;149.0;2197.0;2346.0;96725.0;6306.0;7.0;4.0;18.0;22.0;19.0;-5.0;2021;08
2021-08-31 00:00:00;Macon County;51.0;37.0;409.0;446.0;32566.0;2884.0;0.0;2.0;2.0;4.0;58.0;20.0;2021;08
2021-08-31 00:00:00;Randolph County;80.0;78.0;1329.0;1407.0;122823.0;9692.0;1.0;2.0;25.0;27.0;-22.0;1.0;2021;08
2021-08-31 00:00:00;Rockingham County;38.0;42.0;713.0;755.0;79513.0;4989.0;1.0;1.0;6.0;7.0;47.0;24.0;2021;08
2021-08-31 00:00:00;Tyrrell County;;2.0;26.0;28.0;2818.0;332.0;;0.0;-1.0;-1.0;-19.0;3.0;2021;08
2021-08-31 00:00:00;Watauga County;99.0;57.0;729.0;786.0;35889.0;3000.0;5.0;3.0;23.0;26.0;13.0;1.0;2021;08
2021-08-31 00:00:00;Yadkin County;17.0;15.0;304.0;319.0;36703.0;3314.0;0.0;0.0;2.0;2.0;-2.0;19.0;2021;08
2021-07-31 00:00:00;Alexander County;20.0;21.0;320.0;341.0;34518.0;2807.0;2.0;-1.0;3.0;2.0;28.0;-3.0;2021;07
2021-07-31 00:00:00;Anson County;2.0;;88.0;88.0;19000.0;1539.0;1.0;;-4.0;-4.0;-13.0;-6.0;2021;07
2021-07-31 00:00:00;Avery County;16.0;4.0;149.0;153.0;16060.0;1679.0;0.0;2.0;5.0;7.0;47.0;13.0;2021;07
2021-07-31 00:00:00;Beaufort County;37.0;15.0;495.0;510.0;40326.0;3409.0;4.0;0.0;-3.0;-3.0;80.0;0.0;2021;07
2021-07-31 00:00:00;Brunswick County;217.0;151.0;2377.0;2528.0;123541.0;5553.0;13.0;7.0;24.0;31.0;542.0;46.0;2021;07
2021-07-31 00:00:00;Camden County;8.0;10.0;145.0;155.0;9576.0;923.0;0.0;1.0;-1.0;0.0;-10.0;11.0;2021;07
2021-07-31 00:00:00;Dare County;65.0;52.0;618.0;670.0;35332.0;2650.0;3.0;0.0;10.0;10.0;-27.0;-8.0;2021;07
2021-07-31 00:00:00;Duplin County;16.0;15.0;297.0;312.0;45470.0;4010.0;0.0;0.0;5.0;5.0;-73.0;-22.0;2021;07
2021-07-31 00:00:00;Gaston County;227.0;116.0;1938.0;2054.0;163998.0;9197.0;14.0;2.0;22.0;24.0;-2.0;7.0;2021;07
2021-07-31 00:00:00;Lenoir County;30.0;20.0;374.0;394.0;42972.0;3306.0;3.0;-1.0;2.0;1.0;66.0;-6.0;2021;07
2021-07-31 00:00:00;Moore County;212.0;119.0;1936.0;2055.0;85258.0;12382.0;13.0;2.0;29.0;31.0;154.0;72.0;2021;07
2021-07-31 00:00:00;Vance County;22.0;17.0;327.0;344.0;35215.0;1838.0;1.0;2.0;9.0;11.0;-96.0;24.0;2021;07
2021-06-30 00:00:00;Alleghany County;5.0;8.0;102.0;110.0;11108.0;1338.0;1.0;0.0;1.0;1.0;48.0;-37.0;2021;06
2021-06-30 00:00:00;Brunswick County;204.0;144.0;2353.0;2497.0;123004.0;5507.0;5.0;7.0;52.0;59.0;543.0;70.0;2021;06
2021-06-30 00:00:00;Chatham County;435.0;184.0;2238.0;2422.0;65410.0;4450.0;18.0;3.0;20.0;23.0;132.0;39.0;2021;06
2021-06-30 00:00:00;Currituck County;34.0;14.0;327.0;341.0;25661.0;2449.0;1.0;0.0;10.0;10.0;105.0;-3.0;2021;06
2021-06-30 00:00:00;Harnett County;117.0;106.0;1238.0;1344.0;96577.0;6060.0;13.0;7.0;24.0;31.0;311.0;19.0;2021;06
2021-06-30 00:00:00;Hertford County;4.0;5.0;98.0;103.0;17315.0;1387.0;0.0;1.0;0.0;1.0;-32.0;12.0;2021;06
2021-06-30 00:00:00;Hoke County;29.0;20.0;434.0;454.0;39746.0;2274.0;2.0;1.0;6.0;7.0;123.0;15.0;2021;06
2021-06-30 00:00:00;Jones County;2.0;5.0;51.0;56.0;8489.0;676.0;0.0;0.0;3.0;3.0;5.0;2.0;2021;06
2021-06-30 00:00:00;Moore County;199.0;117.0;1907.0;2024.0;85098.0;12310.0;15.0;7.0;22.0;29.0;267.0;46.0;2021;06
2021-06-30 00:00:00;Pamlico County;11.0;14.0;153.0;167.0;11003.0;950.0;-1.0;0.0;2.0;2.0;-14.0;27.0;2021;06
2021-06-30 00:00:00;Person County;21.0;12.0;391.0;403.0;37671.0;2515.0;1.0;0.0;4.0;4.0;-65.0;36.0;2021;06
2021-01-31 00:00:00;Caldwell County;42.0;41.0;619.0;660.0;71259.0;4976.0;4.0;1.0;22.0;23.0;328.0;47.0;2021;01
2021-01-31 00:00:00;Camden County;5.0;7.0;134.0;141.0;9349.0;886.0;0.0;0.0;-1.0;-1.0;30.0;5.0;2021;01
2021-01-31 00:00:00;Haywood County;52.0;44.0;721.0;765.0;53486.0;4192.0;1.0;1.0;10.0;11.0;161.0;26.0;2021;01
2021-01-31 00:00:00;Jackson County;20.0;40.0;433.0;473.0;29673.0;2656.0;1.0;3.0;6.0;9.0;56.0;4.0;2021;01
2021-01-31 00:00:00;Polk County;16.0;18.0;383.0;401.0;17955.0;1738.0;0.0;0.0;-8.0;-8.0;36.0;11.0;2021;01
2021-01-31 00:00:00;Rockingham County;30.0;36.0;647.0;683.0;77860.0;4898.0;3.0;0.0;19.0;19.0;317.0;13.0;2021;01
2021-01-31 00:00:00;Scotland County;8.0;7.0;178.0;185.0;24222.0;965.0;1.0;-1.0;1.0;0.0;116.0;20.0;2021;01
2021-01-31 00:00:00;Stanly County;21.0;32.0;399.0;431.0;53142.0;4563.0;0.0;0.0;9.0;9.0;113.0;25.0;2021;01
2021-01-31 00:00:00;Surry County;31.0;25.0;577.0;602.0;66272.0;10125.0;0.0;-2.0;2.0;0.0;330.0;36.0;2021;01
2021-01-31 00:00:00;Vance County;20.0;13.0;285.0;298.0;34669.0;1722.0;0.0;-1.0;17.0;16.0;129.0;2.0;2021;01
2021-01-31 00:00:00;Yancey County;7.0;16.0;245.0;261.0;17824.0;1614.0;0.0;1.0;3.0;4.0;80.0;24.0;2021;01
2018-12-31 00:00:00;Alexander County;5.0;14.0;279.0;293.0;33163.0;2500.0;0.0;1.0;4.0;5.0;-68.0;19.0;2018;12
2018-12-31 00:00:00;Anson County;1.0;1.0;87.0;88.0;18631.0;1432.0;0.0;0.0;1.0;1.0;53.0;-7.0;2018;12
2018-12-31 00:00:00;Ashe County;8.0;10.0;184.0;194.0;24968.0;2347.0;2.0;0.0;-2.0;-2.0;-28.0;-13.0;2018;12
2018-12-31 00:00:00;Cabarrus County;125.0;119.0;2156.0;2275.0;152779.0;8394.0;11.0;-1.0;3.0;2.0;-99.0;11.0;2018;12
2018-12-31 00:00:00;Catawba County;64.0;76.0;1491.0;1567.0;130800.0;8997.0;0.0;4.0;5.0;9.0;298.0;17.0;2018;12
2018-12-31 00:00:00;Chatham County;157.0;129.0;1893.0;2022.0;60409.0;3955.0;18.0;3.0;-8.0;-5.0;293.0;27.0;2018;12
2018-12-31 00:00:00;Dare County;18.0;25.0;525.0;550.0;33122.0;2310.0;1.0;0.0;2.0;2.0;51.0;7.0;2018;12
2018-12-31 00:00:00;Gaston County;64.0;85.0;1606.0;1691.0;156081.0;7308.0;3.0;0.0;2.0;2.0;-318.0;7.0;2018;12
2018-12-31 00:00:00;Madison County;11.0;11.0;255.0;266.0;20381.0;1779.0;0.0;0.0;6.0;6.0;-19.0;-14.0;2018;12
2018-12-31 00:00:00;Scotland County;1.0;2.0;171.0;173.0;24059.0;851.0;0.0;0.0;1.0;1.0;-10.0;-4.0;2018;12
2018-12-31 00:00:00;Tyrrell County;1.0;1.0;25.0;26.0;2672.0;274.0;0.0;0.0;0.0;0.0;-6.0;-2.0;2018;12
2021-04-30 00:00:00;Bladen County;7.0;3.0;170.0;173.0;27361.0;1979.0;1.0;0.0;4.0;4.0;185.0;0.0;2021;04
2021-04-30 00:00:00;Dare County;65.0;47.0;601.0;648.0;35186.0;2630.0;4.0;-1.0;9.0;8.0;291.0;6.0;2021;04
2021-04-30 00:00:00;Hyde County;4.0;2.0;27.0;29.0;3547.0;495.0;0.0;0.0;0.0;0.0;22.0;-4.0;2021;04
2021-04-30 00:00:00;Lenoir County;27.0;20.0;354.0;374.0;42891.0;3271.0;2.0;3.0;-4.0;-1.0;203.0;20.0;2021;04
2021-04-30 00:00:00;McDowell County;26.0;25.0;381.0;406.0;40174.0;2674.0;2.0;1.0;-1.0;0.0;193.0;42.0;2021;04
2021-04-30 00:00:00;Nash County;41.0;28.0;694.0;722.0;78846.0;5377.0;4.0;4.0;9.0;13.0;546.0;61.0;2021;04
2021-04-30 00:00:00;Northampton County;3.0;3.0;101.0;104.0;16909.0;1384.0;0.0;1.0;-2.0;-1.0;124.0;18.0;2021;04
2021-04-30 00:00:00;Pamlico County;11.0;12.0;153.0;165.0;10965.0;916.0;2.0;0.0;8.0;8.0;72.0;10.0;2021;04
2021-04-30 00:00:00;Rockingham County;31.0;35.0;674.0;709.0;79278.0;4944.0;1.0;0.0;4.0;4.0;479.0;31.0;2021;04
2021-04-30 00:00:00;Swain County;9.0;7.0;158.0;165.0;13493.0;1403.0;1.0;0.0;5.0;5.0;63.0;16.0;2021;04
2021-03-31 00:00:00;Beaufort County;27.0;16.0;501.0;517.0;39947.0;3320.0;2.0;2.0;12.0;14.0;447.0;54.0;2021;03
2021-03-31 00:00:00;Currituck County;27.0;12.0;311.0;323.0;25185.0;2408.0;1.0;-1.0;1.0;0.0;314.0;38.0;2021;03
2021-03-31 00:00:00;Harnett County;97.0;84.0;1144.0;1228.0;95110.0;5931.0;8.0;2.0;23.0;25.0;1374.0;83.0;2021;03
2021-03-31 00:00:00;Hyde County;4.0;2.0;27.0;29.0;3522.0;499.0;1.0;0.0;2.0;2.0;53.0;-5.0;2021;03
2021-03-31 00:00:00;Pamlico County;9.0;12.0;145.0;157.0;10890.0;906.0;1.0;0.0;7.0;7.0;110.0;9.0;2021;03
2021-03-31 00:00:00;Perquimans County;3.0;12.0;144.0;156.0;11402.0;963.0;0.0;0.0;4.0;4.0;110.0;19.0;2021;03
2021-03-31 00:00:00;Pitt County;133.0;82.0;1723.0;1805.0;115127.0;5357.0;11.0;2.0;32.0;34.0;1553.0;31.0;2021;03
2021-03-31 00:00:00;Rockingham County;30.0;35.0;670.0;705.0;78801.0;4915.0;0.0;-1.0;6.0;5.0;1120.0;22.0;2021;03
2021-03-31 00:00:00;Wilkes County;20.0;16.0;634.0;650.0;62953.0;4901.0;1.0;2.0;10.0;12.0;658.0;40.0;2021;03
2021-12-31 00:00:00;Duplin County;17.0;20.0;330.0;350.0;45489.0;4077.0;0.0;2.0;-2.0;0.0;-35.0;19.0;2021;12
2021-12-31 00:00:00;Franklin County;77.0;54.0;811.0;865.0;55928.0;3715.0;12.0;1.0;17.0;18.0;282.0;45.0;2021;12
2021-12-31 00:00:00;Macon County;58.0;42.0;423.0;465.0;32484.0;2921.0;1.0;1.0;6.0;7.0;-31.0;-1.0;2021;12
2021-12-31 00:00:00;Mecklenburg County;4221.0;1616.0;16308.0;17924.0;725481.0;36219.0;221.0;39.0;193.0;232.0;-406.0;189.0;2021;12
2021-12-31 00:00:00;Mitchell County;14.0;10.0;153.0;163.0;14800.0;1189.0;1.0;0.0;2.0;2.0;5.0;12.0;2021;12
2021-12-31 00:00:00;Sampson County;15.0;16.0;336.0;352.0;54267.0;4903.0;1.0;0.0;-5.0;-5.0;-46.0;3.0;2021;12
2021-12-31 00:00:00;Stokes County;28.0;29.0;443.0;472.0;44695.0;3377.0;2.0;1.0;2.0;3.0;-18.0;-3.0;2021;12
2021-12-31 00:00:00;Warren County;14.0;16.0;147.0;163.0;16817.0;1062.0;-1.0;0.0;4.0;4.0;19.0;-19.0;2021;12
2020-04-01 00:00:00;Anson County;3.0;2.0;89.0;91.0;18522.0;1425.0;0.0;0.0;-3.0;-3.0;-526.0;-27.0;2020;04
2020-04-01 00:00:00;Caswell County;2.0;6.0;169.0;175.0;20871.0;1318.0;0.0;0.0;-1.0;-1.0;-248.0;0.0;2020;04
2020-04-01 00:00:00;Clay County;3.0;13.0;176.0;189.0;9946.0;820.0;0.0;0.0;-1.0;-1.0;-56.0;-5.0;2020;04
2020-04-01 00:00:00;Franklin County;32.0;43.0;645.0;688.0;52460.0;3271.0;0.0;2.0;-7.0;-5.0;-556.0;-34.0;2020;04
2020-04-01 00:00:00;Gaston County;130.0;95.0;1697.0;1792.0;159133.0;8496.0;6.0;-2.0;-22.0;-24.0;-2750.0;-133.0;2020;04
2020-04-01 00:00:00;Gates County;4.0;5.0;74.0;79.0;9885.0;793.0;0.0;0.0;2.0;2.0;-162.0;-16.0;2020;04
2020-04-01 00:00:00;Guilford County;542.0;363.0;7024.0;7387.0;357449.0;20104.0;5.0;1.0;-101.0;-100.0;-5236.0;-215.0;2020;04
2020-04-01 00:00:00;Lee County;29.0;31.0;619.0;650.0;46704.0;2771.0;0.0;0.0;-16.0;-16.0;-668.0;11.0;2020;04
2020-04-01 00:00:00;Mitchell County;8.0;7.0;125.0;132.0;14411.0;1119.0;0.0;0.0;-4.0;-4.0;-149.0;-4.0;2020;04
2020-04-01 00:00:00;Montgomery County;10.0;10.0;198.0;208.0;22862.0;1599.0;0.0;0.0;-4.0;-4.0;-321.0;-3.0;2020;04
2020-04-01 00:00:00;Randolph County;38.0;69.0;1155.0;1224.0;120815.0;9111.0;1.0;-2.0;-17.0;-19.0;-1406.0;-180.0;2020;04
2020-04-01 00:00:00;Swain County;4.0;6.0;161.0;167.0;13423.0;1354.0;0.0;0.0;-5.0;-5.0;-237.0;-28.0;2020;04
2020-04-01 00:00:00;Wake County;3734.0;1811.0;22055.0;23866.0;773760.0;33093.0;28.0;-20.0;-296.0;-316.0;-15100.0;-319.0;2020;04
2020-04-01 00:00:00;Yadkin County;7.0;12.0;265.0;277.0;36595.0;3091.0;1.0;-1.0;3.0;2.0;-344.0;-3.0;2020;04
2021-10-31 00:00:00;Burke County;64.0;46.0;818.0;864.0;74902.0;4538.0;1.0;1.0;5.0;6.0;68.0;-69.0;2021;10
2021-10-31 00:00:00;Caldwell County;64.0;51.0;714.0;765.0;72570.0;5258.0;-1.0;1.0;14.0;15.0;86.0;39.0;2021;10
2021-10-31 00:00:00;Carteret County;112.0;65.0;921.0;986.0;60330.0;4221.0;2.0;1.0;9.0;10.0;201.0;-18.0;2021;10
2021-10-31 00:00:00;Currituck County;42.0;20.0;374.0;394.0;26000.0;2497.0;1.0;1.0;9.0;10.0;123.0;7.0;2021;10
2021-10-31 00:00:00;Edgecombe County;24.0;14.0;251.0;265.0;37191.0;1725.0;2.0;2.0;-4.0;-2.0;52.0;7.0;2021;10
2021-10-31 00:00:00;Polk County;35.0;22.0;416.0;438.0;18315.0;1825.0;0.0;-1.0;-6.0;-7.0;28.0;16.0;2021;10
2021-10-31 00:00:00;Randolph County;77.0;79.0;1349.0;1428.0;122789.0;9750.0;0.0;2.0;19.0;21.0;118.0;27.0;2021;10
2021-10-31 00:00:00;Rowan County;114.0;99.0;1307.0;1406.0;115322.0;10180.0;6.0;2.0;4.0;6.0;-92.0;22.0;2021;10
2021-10-31 00:00:00;Scotland County;11.0;7.0;212.0;219.0;24958.0;1025.0;0.0;0.0;7.0;7.0;35.0;26.0;2021;10
2021-10-31 00:00:00;Swain County;13.0;9.0;170.0;179.0;13659.0;1451.0;3.0;0.0;0.0;0.0;-37.0;7.0;2021;10
2021-10-31 00:00:00;Watauga County;117.0;60.0;748.0;808.0;35843.0;3021.0;11.0;1.0;12.0;13.0;38.0;21.0;2021;10
2021-10-31 00:00:00;Wilkes County;27.0;22.0;695.0;717.0;63453.0;5027.0;-4.0;4.0;11.0;15.0;196.0;34.0;2021;10
2021-10-31 00:00:00;Yadkin County;18.0;14.0;318.0;332.0;36716.0;3351.0;2.0;0.0;8.0;8.0;23.0;25.0;2021;10
2021-09-30 00:00:00;Anson County;3.0;;96.0;96.0;18928.0;1563.0;1.0;;5.0;5.0;-44.0;12.0;2021;09
2021-09-30 00:00:00;Ashe County;16.0;15.0;281.0;296.0;25706.0;2589.0;1.0;1.0;8.0;9.0;18.0;22.0;2021;09
2021-09-30 00:00:00;Cabarrus County;484.0;204.0;2671.0;2875.0;163915.0;9708.0;23.0;7.0;1.0;8.0;-374.0;22.0;2021;09
2021-09-30 00:00:00;Craven County;93.0;77.0;1250.0;1327.0;79451.0;4359.0;4.0;2.0;10.0;12.0;81.0;25.0;2021;09
2021-09-30 00:00:00;Jones County;2.0;3.0;53.0;56.0;8460.0;716.0;0.0;-2.0;1.0;-1.0;1.0;13.0;2021;09
2021-09-30 00:00:00;Madison County;32.0;20.0;346.0;366.0;21030.0;2030.0;-2.0;1.0;6.0;7.0;-4.0;2.0;2021;09
2021-09-30 00:00:00;Mitchell County;14.0;8.0;146.0;154.0;14779.0;1169.0;2.0;0.0;1.0;1.0;5.0;-1.0;2021;09
2021-09-30 00:00:00;Montgomery County;21.0;12.0;243.0;255.0;23516.0;1784.0;0.0;1.0;5.0;6.0;36.0;-4.0;2021;09
2021-09-30 00:00:00;Northampton County;4.0;4.0;114.0;118.0;16905.0;1426.0;0.0;0.0;3.0;3.0;68.0;-1.0;2021;09
2021-09-30 00:00:00;Pasquotank County;19.0;31.0;370.0;401.0;30431.0;1988.0;2.0;0.0;1.0;1.0;61.0;7.0;2021;09
2021-09-30 00:00:00;Person County;21.0;16.0;397.0;413.0;37600.0;2518.0;-1.0;2.0;4.0;6.0;-69.0;-3.0;2021;09
2021-09-30 00:00:00;Wayne County;68.0;44.0;902.0;946.0;92491.0;5050.0;5.0;2.0;6.0;8.0;115.0;47.0;2021;09
2019-02-01 00:00:00;Anson County;1.0;1.0;90.0;91.0;18766.0;1452.0;0.0;0.0;2.0;2.0;74.0;8.0;2019;02
2019-02-01 00:00:00;Catawba County;64.0;78.0;1501.0;1579.0;132212.0;9000.0;0.0;2.0;3.0;5.0;532.0;-70.0;2019;02
