Date;Area Name;Electric;Plug-In Hybrid*;Hybrid;All Hybrids;Gas;Diesel;Electric: Difference;Plug-In Hybrid*: Difference;Hybrid: Difference;All Hybrids: Difference;Gas: Difference;Diesel: Difference;Year;Month
2022-06-30 00:00:00;Ashe County;23.0;17.0;316.0;333.0;25924.0;2668.0;0.0;1.0;8.0;9.0;37.0;4.0;2022;06
2022-06-30 00:00:00;Beaufort County;53.0;23.0;552.0;575.0;40147.0;3458.0;4.0;2.0;11.0;13.0;44.0;18.0;2022;06
2022-06-30 00:00:00;Bertie County;6.0;6.0;108.0;114.0;16052.0;1217.0;1.0;0.0;0.0;0.0;-49.0;13.0;2022;06
2022-06-30 00:00:00;Bladen County;23.0;6.0;193.0;199.0;27348.0;2133.0;4.0;0.0;-1.0;-1.0;-22.0;11.0;2022;06
2022-06-30 00:00:00;Graham County;5.0;5.0;66.0;71.0;6895.0;810.0;1.0;0.0;2.0;2.0;30.0;7.0;2022;06
2022-06-30 00:00:00;Halifax County;30.0;15.0;341.0;356.0;42755.0;2239.0;0.0;1.0;0.0;1.0;-161.0;31.0;2022;06
2022-06-30 00:00:00;Henderson County;272.0;189.0;2490.0;2679.0;96826.0;6475.0;8.0;3.0;46.0;49.0;-87.0;31.0;2022;06
2022-06-30 00:00:00;Iredell County;564.0;244.0;2612.0;2856.0;153719.0;10952.0;30.0;7.0;55.0;62.0;-36.0;-32.0;2022;06
2022-06-30 00:00:00;Montgomery County;28.0;15.0;259.0;274.0;23439.0;1829.0;3.0;0.0;4.0;4.0;-5.0;5.0;2022;06
2022-06-30 00:00:00;Nash County;75.0;44.0;839.0;883.0;78833.0;5654.0;4.0;1.0;9.0;10.0;-170.0;65.0;2022;06
2022-06-30 00:00:00;Onslow County;201.0;166.0;2224.0;2390.0;129458.0;7606.0;7.0;4.0;53.0;57.0;256.0;-15.0;2022;06
2022-06-30 00:00:00;Pender County;105.0;65.0;951.0;1016.0;53060.0;4046.0;11.0;6.0;21.0;27.0;215.0;3.0;2022;06
2022-06-30 00:00:00;Robeson County;46.0;27.0;677.0;704.0;92079.0;5257.0;0.0;1.0;-2.0;-1.0;-506.0;-15.0;2022;06
2022-06-30 00:00:00;Rockingham County;65.0;49.0;778.0;827.0;78999.0;5105.0;7.0;-1.0;14.0;13.0;81.0;6.0;2022;06
2022-06-30 00:00:00;Scotland County;17.0;10.0;220.0;230.0;24372.0;1037.0;1.0;-1.0;5.0;4.0;-132.0;-2.0;2022;06
2022-06-30 00:00:00;Surry County;58.0;39.0;692.0;731.0;67422.0;10573.0;4.0;1.0;3.0;4.0;221.0;89.0;2022;06
2022-06-30 00:00:00;Swain County;17.0;12.0;185.0;197.0;13779.0;1459.0;4.0;1.0;2.0;3.0;118.0;-2.0;2022;06
2022-06-30 00:00:00;Union County;1076.0;346.0;3518.0;3864.0;184453.0;13508.0;35.0;10.0;61.0;71.0;299.0;25.0;2022;06
2022-06-30 00:00:00;Wilson County;57.0;37.0;641.0;678.0;61931.0;4288.0;-1.0;2.0;15.0;17.0;-143.0;5.0;2022;06
2022-06-30 00:00:00;Yancey County;21.0;26.0;310.0;336.0;18145.0;1723.0;2.0;1.0;2.0;3.0;19.0;-9.0;2022;06
2022-05-31 00:00:00;Alleghany County;13.0;8.0;116.0;124.0;11136.0;1298.0;0.0;0.0;4.0;4.0;8.0;-2.0;2022;05
2022-05-31 00:00:00;Anson County;6.0;3.0;108.0;111.0;18840.0;1600.0;1.0;1.0;0.0;1.0;-92.0;4.0;2022;05
2022-05-31 00:00:00;Avery County;19.0;6.0;177.0;183.0;15979.0;1708.0;-2.0;1.0;3.0;4.0;16.0;-1.0;2022;05
2022-05-31 00:00:00;Bertie County;5.0;6.0;108.0;114.0;16101.0;1204.0;0.0;-1.0;6.0;5.0;-94.0;-19.0;2022;05
2022-05-31 00:00:00;Bladen County;19.0;6.0;194.0;200.0;27370.0;2122.0;1.0;2.0;3.0;5.0;-176.0;16.0;2022;05
2022-05-31 00:00:00;Buncombe County;1301.0;789.0;7458.0;8247.0;197813.0;13058.0;31.0;20.0;80.0;100.0;-116.0;49.0;2022;05
2022-05-31 00:00:00;Cabarrus County;674.0;241.0;2916.0;3157.0;164938.0;9886.0;28.0;11.0;22.0;33.0;-137.0;58.0;2022;05
2022-05-31 00:00:00;Caldwell County;76.0;58.0;776.0;834.0;72208.0;5244.0;-2.0;-1.0;25.0;24.0;-227.0;5.0;2022;05
2022-05-31 00:00:00;Cumberland County;434.0;260.0;3318.0;3578.0;213855.0;9436.0;4.0;-1.0;47.0;46.0;-788.0;24.0;2022;05
2022-05-31 00:00:00;Currituck County;70.0;29.0;447.0;476.0;26354.0;2555.0;6.0;1.0;12.0;13.0;30.0;17.0;2022;05
2022-05-31 00:00:00;Lincoln County;178.0;96.0;1037.0;1133.0;75630.0;5996.0;9.0;5.0;12.0;17.0;-29.0;-1.0;2022;05
2022-05-31 00:00:00;McDowell County;61.0;39.0;442.0;481.0;40023.0;2767.0;2.0;4.0;0.0;4.0;-203.0;-11.0;2022;05
2022-05-31 00:00:00;Mecklenburg County;5047.0;1901.0;17095.0;18996.0;724161.0;36416.0;115.0;92.0;147.0;239.0;-212.0;118.0;2022;05
2022-05-31 00:00:00;Montgomery County;25.0;15.0;255.0;270.0;23444.0;1824.0;1.0;2.0;-1.0;1.0;-39.0;3.0;2022;05
2022-05-31 00:00:00;Moore County;335.0;155.0;2202.0;2357.0;86237.0;12762.0;9.0;13.0;25.0;38.0;25.0;-29.0;2022;05
2022-05-31 00:00:00;Rowan County;147.0;101.0;1380.0;1481.0;115523.0;10294.0;2.0;-4.0;15.0;11.0;-76.0;58.0;2022;05
2022-05-31 00:00:00;Transylvania County;95.0;53.0;692.0;745.0;27269.0;2360.0;1.0;0.0;11.0;11.0;12.0;17.0;2022;05
2022-05-31 00:00:00;Yadkin County;27.0;22.0;344.0;366.0;36477.0;3453.0;2.0;1.0;9.0;10.0;-88.0;10.0;2022;05
2022-04-30 00:00:00;Avery County;21.0;5.0;174.0;179.0;15963.0;1709.0;1.0;0.0;-2.0;-2.0;-111.0;5.0;2022;04
2022-04-30 00:00:00;Brunswick County;299.0;179.0;2727.0;2906.0;127254.0;5849.0;15.0;4.0;52.0;56.0;69.0;49.0;2022;04
2022-04-30 00:00:00;Cabarrus County;646.0;230.0;2894.0;3124.0;165075.0;9828.0;27.0;11.0;32.0;43.0;-688.0;2.0;2022;04
2022-04-30 00:00:00;Chowan County;14.0;12.0;157.0;169.0;11897.0;984.0;0.0;0.0;-3.0;-3.0;-45.0;-5.0;2022;04
2022-04-30 00:00:00;Craven County;129.0;91.0;1357.0;1448.0;79728.0;4706.0;11.0;8.0;21.0;29.0;-349.0;102.0;2022;04
2022-04-30 00:00:00;Davie County;77.0;40.0;639.0;679.0;39812.0;3367.0;3.0;3.0;14.0;17.0;-221.0;-5.0;2022;04
2022-04-30 00:00:00;Guilford County;1194.0;543.0;8456.0;8999.0;361553.0;20568.0;40.0;13.0;29.0;42.0;-1832.0;56.0;2022;04
2022-04-30 00:00:00;Lincoln County;169.0;91.0;1025.0;1116.0;75659.0;5997.0;-2.0;0.0;12.0;12.0;-293.0;11.0;2022;04
2022-04-30 00:00:00;Madison County;37.0;22.0;374.0;396.0;20946.0;2031.0;2.0;1.0;10.0;11.0;-56.0;-29.0;2022;04
2022-04-30 00:00:00;Pasquotank County;25.0;33.0;406.0;439.0;30351.0;2020.0;-1.0;-3.0;2.0;-1.0;-193.0;0.0;2022;04
2022-04-30 00:00:00;Pender County;91.0;60.0;921.0;981.0;52732.0;4036.0;4.0;0.0;14.0;14.0;82.0;42.0;2022;04
2022-04-30 00:00:00;Richmond County;25.0;11.0;293.0;304.0;34875.0;1942.0;2.0;0.0;-1.0;-1.0;-311.0;14.0;2022;04
2022-04-30 00:00:00;Rockingham County;57.0;49.0;747.0;796.0;79212.0;5106.0;2.0;0.0;3.0;3.0;-607.0;-5.0;2022;04
2022-04-30 00:00:00;Rowan County;145.0;105.0;1365.0;1470.0;115599.0;10236.0;0.0;3.0;18.0;21.0;-576.0;-65.0;2022;04
2022-04-30 00:00:00;Wake County;7688.0;2708.0;27650.0;30358.0;784170.0;36543.0;227.0;70.0;377.0;447.0;-1283.0;180.0;2022;04
2022-12-31 00:00:00;Avery County;30.0;7.0;189.0;196.0;15818.0;1717.0;1.0;0.0;-3.0;-3.0;-40.0;-15.0;2022;12
2022-12-31 00:00:00;Beaufort County;64.0;27.0;575.0;602.0;40208.0;3533.0;3.0;1.0;-1.0;0.0;20.0;3.0;2022;12
2022-12-31 00:00:00;Bertie County;6.0;4.0;110.0;114.0;15823.0;1194.0;-1.0;0.0;0.0;0.0;-103.0;2.0;2022;12
2022-12-31 00:00:00;Burke County;114.0;60.0;954.0;1014.0;73904.0;4706.0;8.0;0.0;0.0;0.0;95.0;-10.0;2022;12
2022-12-31 00:00:00;Cabarrus County;931.0;289.0;3131.0;3420.0;163565.0;9673.0;45.0;10.0;21.0;31.0;-41.0;-14.0;2022;12
2022-12-31 00:00:00;Cumberland County;578.0;291.0;3463.0;3754.0;210375.0;9513.0;39.0;9.0;32.0;41.0;-271.0;-3.0;2022;12
2022-12-31 00:00:00;Davidson County;222.0;119.0;1859.0;1978.0;139865.0;21798.0;8.0;2.0;10.0;12.0;-171.0;30.0;2022;12
2022-12-31 00:00:00;Henderson County;345.0;201.0;2551.0;2752.0;96288.0;6515.0;9.0;-1.0;0.0;-1.0;128.0;10.0;2022;12
2022-12-31 00:00:00;Hoke County;79.0;51.0;584.0;635.0;39570.0;2325.0;1.0;1.0;1.0;2.0;-37.0;2.0;2022;12
2022-12-31 00:00:00;Lenoir County;42.0;25.0;442.0;467.0;42183.0;3290.0;2.0;2.0;6.0;8.0;-42.0;10.0;2022;12
2022-12-31 00:00:00;Montgomery County;39.0;15.0;281.0;296.0;23394.0;1798.0;1.0;0.0;7.0;7.0;-1.0;6.0;2022;12
2022-12-31 00:00:00;Pamlico County;21.0;19.0;174.0;193.0;11209.0;1002.0;-2.0;-2.0;1.0;-1.0;18.0;5.0;2022;12
2022-12-31 00:00:00;Perquimans County;15.0;18.0;182.0;200.0;11639.0;1009.0;0.0;1.0;5.0;6.0;26.0;-15.0;2022;12
2022-12-31 00:00:00;Polk County;62.0;35.0;479.0;514.0;18318.0;1856.0;3.0;0.0;6.0;6.0;-24.0;2.0;2022;12
2022-12-31 00:00:00;Robeson County;60.0;31.0;690.0;721.0;91018.0;5227.0;0.0;0.0;17.0;17.0;-300.0;5.0;2022;12
2022-12-31 00:00:00;Warren County;26.0;14.0;165.0;179.0;16550.0;1061.0;2.0;-1.0;4.0;3.0;12.0;-18.0;2022;12
2022-12-31 00:00:00;Washington County;10.0;4.0;59.0;63.0;9070.0;675.0;0.0;0.0;0.0;0.0;1.0;-3.0;2022;12
2022-12-31 00:00:00;Yadkin County;36.0;21.0;361.0;382.0;36216.0;3430.0;0.0;0.0;4.0;4.0;-12.0;11.0;2022;12
2022-11-30 00:00:00;Bertie County;7.0;4.0;110.0;114.0;15926.0;1192.0;1.0;-2.0;0.0;-2.0;-51.0;-2.0;2022;11
2022-11-30 00:00:00;Burke County;106.0;60.0;954.0;1014.0;73809.0;4716.0;7.0;-1.0;17.0;16.0;-403.0;1.0;2022;11
2022-11-30 00:00:00;Caldwell County;87.0;63.0;812.0;875.0;71328.0;5333.0;2.0;1.0;2.0;3.0;-423.0;25.0;2022;11
2022-11-30 00:00:00;Currituck County;82.0;37.0;480.0;517.0;26308.0;2564.0;2.0;-1.0;2.0;1.0;-64.0;-20.0;2022;11
2022-11-30 00:00:00;Harnett County;268.0;154.0;1531.0;1685.0;97780.0;6273.0;18.0;7.0;15.0;22.0;-314.0;0.0;2022;11
2022-11-30 00:00:00;Hertford County;12.0;4.0;116.0;120.0;16662.0;1400.0;1.0;0.0;3.0;3.0;-99.0;-11.0;2022;11
2022-11-30 00:00:00;Lee County;114.0;67.0;867.0;934.0;47514.0;3054.0;0.0;2.0;6.0;8.0;31.0;3.0;2022;11
2022-11-30 00:00:00;Macon County;88.0;51.0;466.0;517.0;32543.0;3010.0;1.0;3.0;0.0;3.0;-132.0;17.0;2022;11
2022-11-30 00:00:00;Scotland County;17.0;10.0;217.0;227.0;24048.0;1046.0;0.0;0.0;6.0;6.0;-164.0;-2.0;2022;11
2022-11-30 00:00:00;Stokes County;45.0;29.0;464.0;493.0;44239.0;3458.0;2.0;0.0;-5.0;-5.0;-136.0;16.0;2022;11
2022-11-30 00:00:00;Transylvania County;137.0;58.0;723.0;781.0;27189.0;2308.0;9.0;4.0;8.0;12.0;-205.0;-20.0;2022;11
2022-11-30 00:00:00;Wake County;9834.0;3145.0;29435.0;32580.0;778461.0;37034.0;287.0;81.0;255.0;336.0;-2247.0;-67.0;2022;11
2022-11-30 00:00:00;Watauga County;159.0;81.0;879.0;960.0;35242.0;2961.0;-1.0;1.0;11.0;12.0;-134.0;-3.0;2022;11
2022-11-30 00:00:00;Yadkin County;36.0;21.0;357.0;378.0;36228.0;3419.0;0.0;-2.0;3.0;1.0;-159.0;-11.0;2022;11
2022-07-31 00:00:00;Swain County;18.0;13.0;187.0;200.0;13675.0;1449.0;1.0;1.0;2.0;3.0;-97.0;-9.0;2022;07
2022-07-31 00:00:00;Rowan County;172.0;105.0;1409.0;1514.0;115036.0;10316.0;15.0;0.0;15.0;15.0;-413.0;-3.0;2022;07
2022-07-31 00:00:00;Rockingham County;68.0;49.0;777.0;826.0;78886.0;5116.0;3.0;0.0;-1.0;-1.0;-114.0;11.0;2022;07
2022-07-31 00:00:00;Perquimans County;15.0;15.0;160.0;175.0;11649.0;996.0;-1.0;0.0;4.0;4.0;-34.0;8.0;2022;07
2022-07-31 00:00:00;McDowell County;66.0;40.0;451.0;491.0;40029.0;2748.0;5.0;0.0;10.0;10.0;-99.0;-25.0;2022;07
2022-07-31 00:00:00;Madison County;41.0;24.0;377.0;401.0;20826.0;2065.0;2.0;0.0;-3.0;-3.0;-77.0;5.0;2022;07
2022-07-31 00:00:00;Lenoir County;39.0;21.0;431.0;452.0;42379.0;3275.0;0.0;-2.0;6.0;4.0;-90.0;-3.0;2022;07
2022-07-31 00:00:00;Hoke County;56.0;43.0;546.0;589.0;39856.0;2336.0;3.0;-1.0;-1.0;-2.0;-145.0;-14.0;2022;07
2022-07-31 00:00:00;Gates County;5.0;4.0;84.0;88.0;9784.0;885.0;0.0;0.0;0.0;0.0;-14.0;-2.0;2022;07
2022-07-31 00:00:00;Craven County;143.0;99.0;1369.0;1468.0;79625.0;5060.0;5.0;2.0;-2.0;0.0;-153.0;55.0;2022;07
2022-07-31 00:00:00;Anson County;8.0;2.0;111.0;113.0;18620.0;1581.0;1.0;0.0;0.0;0.0;-109.0;-7.0;2022;07
2022-08-31 00:00:00;Alamance County;332.0;170.0;2389.0;2559.0;133584.0;7490.0;10.0;18.0;18.0;18.0;183.0;54.0;2022;08
2022-08-31 00:00:00;Avery County;22.0;6.0;181.0;187.0;16013.0;1727.0;2.0;3.0;3.0;0.0;-17.0;-3.0;2022;08
2022-08-31 00:00:00;Bertie County;6.0;5.0;109.0;114.0;15999.0;1188.0;0.0;-2.0;-2.0;-3.0;14.0;-23.0;2022;08
2022-08-31 00:00:00;Cabarrus County;787.0;264.0;3033.0;3297.0;164989.0;9924.0;41.0;28.0;28.0;31.0;416.0;7.0;2022;08
2022-08-31 00:00:00;Chatham County;679.0;259.0;2520.0;2779.0;66381.0;4588.0;16.0;23.0;23.0;30.0;73.0;6.0;2022;08
2022-08-31 00:00:00;Chowan County;15.0;9.0;166.0;175.0;11873.0;1034.0;0.0;3.0;3.0;2.0;36.0;16.0;2022;08
2022-08-31 00:00:00;Durham County;1861.0;861.0;9106.0;9967.0;198291.0;6788.0;22.0;114.0;114.0;133.0;417.0;-1.0;2022;08
2022-08-31 00:00:00;Iredell County;628.0;260.0;2659.0;2919.0;154045.0;10988.0;19.0;45.0;45.0;57.0;505.0;69.0;2022;08
2022-08-31 00:00:00;Orange County;1388.0;629.0;6058.0;6687.0;91020.0;4043.0;34.0;61.0;61.0;70.0;170.0;-5.0;2022;08
2022-08-31 00:00:00;Person County;41.0;21.0;447.0;468.0;37310.0;2573.0;2.0;-2.0;-2.0;0.0;-70.0;0.0;2022;08
2022-08-31 00:00:00;Rowan County;180.0;108.0;1447.0;1555.0;115125.0;10316.0;8.0;38.0;38.0;41.0;89.0;0.0;2022;08
2022-08-31 00:00:00;Stanly County;52.0;39.0;469.0;508.0;54714.0;4903.0;1.0;6.0;6.0;5.0;77.0;6.0;2022;08
2022-08-31 00:00:00;Wake County;8861.0;2959.0;28731.0;31690.0;782955.0;37124.0;261.0;263.0;263.0;328.0;810.0;246.0;2022;08
2022-08-31 00:00:00;Washington County;8.0;4.0;63.0;67.0;9159.0;683.0;1.0;0.0;0.0;0.0;-23.0;8.0;2022;08
2022-08-31 00:00:00;Wilson County;63.0;35.0;654.0;689.0;61743.0;4297.0;-1.0;9.0;9.0;8.0;-8.0;2.0;2022;08
2022-08-31 00:00:00;Yadkin County;31.0;22.0;355.0;377.0;36525.0;3431.0;1.0;8.0;8.0;7.0;50.0;-3.0;2022;08
2022-09-30 00:00:00;Alleghany County;15.0;9.0;123.0;132.0;11212.0;1325.0;2.0;1.0;-1.0;0.0;47.0;5.0;2022;09
2022-09-30 00:00:00;Bladen County;18.0;7.0;193.0;200.0;27337.0;2191.0;-1.0;0.0;0.0;0.0;-38.0;24.0;2022;09
2022-09-30 00:00:00;Cabarrus County;839.0;265.0;3044.0;3309.0;164792.0;9887.0;52.0;1.0;11.0;12.0;-197.0;-37.0;2022;09
2022-09-30 00:00:00;Caldwell County;83.0;63.0;809.0;872.0;72017.0;5299.0;0.0;2.0;3.0;5.0;-68.0;13.0;2022;09
2022-09-30 00:00:00;Granville County;87.0;54.0;717.0;771.0;50084.0;2946.0;4.0;3.0;6.0;9.0;-20.0;12.0;2022;09
2022-09-30 00:00:00;Jackson County;69.0;63.0;574.0;637.0;30428.0;2742.0;7.0;2.0;11.0;13.0;7.0;14.0;2022;09
2022-09-30 00:00:00;Lee County;103.0;64.0;864.0;928.0;47577.0;3061.0;3.0;1.0;0.0;1.0;54.0;15.0;2022;09
2022-09-30 00:00:00;Pender County;130.0;64.0;970.0;1034.0;53373.0;4075.0;8.0;-1.0;-1.0;-2.0;94.0;-18.0;2022;09
2022-09-30 00:00:00;Person County;43.0;22.0;451.0;473.0;37292.0;2576.0;2.0;1.0;4.0;5.0;-18.0;3.0;2022;09
2022-09-30 00:00:00;Randolph County;129.0;82.0;1511.0;1593.0;122297.0;9640.0;11.0;-2.0;-3.0;-5.0;91.0;23.0;2022;09
2022-09-30 00:00:00;Rockingham County;73.0;53.0;797.0;850.0;78951.0;5150.0;1.0;1.0;15.0;16.0;-1.0;14.0;2022;09
2022-09-30 00:00:00;Vance County;33.0;17.0;337.0;354.0;34441.0;1897.0;1.0;-2.0;0.0;-2.0;-85.0;18.0;2022;09
2022-10-31 00:00:00;Ashe County;27.0;18.0;319.0;337.0;25877.0;2678.0;1.0;0.0;0.0;0.0;-86.0;-19.0;2022;10
2022-10-31 00:00:00;Buncombe County;1580.0;873.0;7844.0;8717.0;196552.0;13050.0;56.0;18.0;13.0;31.0;-713.0;-55.0;2022;10
2022-10-31 00:00:00;Catawba County;298.0;166.0;2062.0;2228.0;138637.0;10034.0;15.0;6.0;10.0;16.0;-216.0;2.0;2022;10
2022-10-31 00:00:00;Cleveland County;90.0;38.0;778.0;816.0;82037.0;5548.0;1.0;1.0;-2.0;-1.0;-326.0;-23.0;2022;10
2022-10-31 00:00:00;Forsyth County;854.0;454.0;6085.0;6539.0;266953.0;14771.0;31.0;-3.0;-1.0;-4.0;-1098.0;-71.0;2022;10
2022-10-31 00:00:00;Halifax County;34.0;14.0;343.0;357.0;42134.0;2247.0;1.0;0.0;6.0;6.0;-164.0;1.0;2022;10
2022-10-31 00:00:00;Mecklenburg County;6201.0;2081.0;17545.0;19626.0;721022.0;36700.0;211.0;31.0;57.0;88.0;-2625.0;-60.0;2022;10
2022-10-31 00:00:00;Nash County;92.0;49.0;827.0;876.0;78380.0;5834.0;0.0;0.0;-5.0;-5.0;-236.0;-4.0;2022;10
2022-10-31 00:00:00;Orange County;1503.0;646.0;6079.0;6725.0;90507.0;4035.0;54.0;2.0;11.0;13.0;-331.0;-1.0;2022;10
2022-10-31 00:00:00;Sampson County;22.0;19.0;360.0;379.0;54116.0;5083.0;0.0;-2.0;11.0;9.0;80.0;-21.0;2022;10
2022-10-31 00:00:00;Scotland County;17.0;10.0;211.0;221.0;24212.0;1048.0;0.0;0.0;0.0;0.0;-87.0;2.0;2022;10
2022-07-31 00:00:00;Wayne County;104.0;54.0;973.0;1027.0;91691.0;5058.0;11.0;-2.0;1.0;-1.0;-311.0;-13.0;2022;07
2022-07-31 00:00:00;Surry County;66.0;40.0;702.0;742.0;67399.0;10582.0;8.0;1.0;10.0;11.0;-32.0;9.0;2022;07
2022-07-31 00:00:00;Robeson County;48.0;29.0;672.0;701.0;91777.0;5195.0;2.0;2.0;-6.0;-4.0;-295.0;-62.0;2022;07
2022-07-31 00:00:00;Polk County;48.0;27.0;457.0;484.0;18451.0;1837.0;-1.0;-1.0;-1.0;-2.0;-22.0;4.0;2022;07
2022-07-31 00:00:00;Northampton County;6.0;6.0;115.0;121.0;16381.0;1409.0;2.0;0.0;2.0;2.0;-112.0;0.0;2022;07
2022-07-31 00:00:00;New Hanover County;783.0;368.0;4087.0;4455.0;160643.0;7657.0;24.0;18.0;22.0;40.0;-11.0;-8.0;2022;07
2022-07-31 00:00:00;Johnston County;434.0;225.0;2764.0;2989.0;167184.0;10786.0;32.0;3.0;20.0;23.0;-100.0;19.0;2022;07
2022-07-31 00:00:00;Greene County;8.0;5.0;138.0;143.0;14866.0;1313.0;1.0;2.0;0.0;2.0;8.0;16.0;2022;07
2022-07-31 00:00:00;Graham County;5.0;5.0;65.0;70.0;6866.0;813.0;0.0;0.0;-1.0;-1.0;-31.0;3.0;2022;07
2022-07-31 00:00:00;Davie County;90.0;47.0;661.0;708.0;39849.0;3373.0;6.0;1.0;9.0;10.0;15.0;18.0;2022;07
2022-07-31 00:00:00;Currituck County;73.0;35.0;463.0;498.0;26393.0;2559.0;4.0;3.0;8.0;11.0;-31.0;-2.0;2022;07
2022-07-31 00:00:00;Cumberland County;485.0;268.0;3387.0;3655.0;212438.0;9462.0;33.0;6.0;14.0;20.0;-888.0;3.0;2022;07
2022-07-31 00:00:00;Chowan County;15.0;10.0;163.0;173.0;11837.0;1018.0;1.0;-1.0;2.0;1.0;-64.0;13.0;2022;07
2022-07-31 00:00:00;Caswell County;8.0;10.0;204.0;214.0;21036.0;1467.0;-2.0;0.0;-4.0;-4.0;-157.0;-12.0;2022;07
2022-07-31 00:00:00;Caldwell County;85.0;61.0;800.0;861.0;71945.0;5282.0;6.0;-1.0;10.0;9.0;-137.0;-2.0;2022;07
2022-07-31 00:00:00;Bertie County;6.0;6.0;111.0;117.0;15985.0;1211.0;0.0;0.0;3.0;3.0;-69.0;-6.0;2022;07
2022-08-31 00:00:00;Beaufort County;56.0;22.0;564.0;586.0;40240.0;3498.0;1.0;8.0;8.0;6.0;162.0;12.0;2022;08
2022-08-31 00:00:00;Edgecombe County;25.0;22.0;280.0;302.0;36207.0;1748.0;-2.0;3.0;3.0;3.0;-52.0;6.0;2022;08
2022-08-31 00:00:00;Jackson County;62.0;61.0;563.0;624.0;30421.0;2728.0;3.0;9.0;9.0;11.0;123.0;15.0;2022;08
2022-08-31 00:00:00;McDowell County;67.0;44.0;455.0;499.0;40094.0;2779.0;1.0;4.0;4.0;8.0;65.0;31.0;2022;08
2022-08-31 00:00:00;Mitchell County;18.0;11.0;159.0;170.0;14753.0;1187.0;0.0;2.0;2.0;3.0;-11.0;2.0;2022;08
2022-08-31 00:00:00;Northampton County;7.0;6.0;114.0;120.0;16317.0;1417.0;1.0;-1.0;-1.0;-1.0;-64.0;8.0;2022;08
2022-08-31 00:00:00;Pasquotank County;36.0;34.0;426.0;460.0;30264.0;2037.0;5.0;-4.0;-4.0;-5.0;57.0;9.0;2022;08
2022-08-31 00:00:00;Randolph County;118.0;84.0;1514.0;1598.0;122206.0;9617.0;7.0;7.0;7.0;5.0;70.0;57.0;2022;08
2022-08-31 00:00:00;Transylvania County;110.0;53.0;703.0;756.0;27414.0;2352.0;6.0;9.0;9.0;8.0;41.0;19.0;2022;08
2022-08-31 00:00:00;Vance County;32.0;19.0;337.0;356.0;34526.0;1879.0;-1.0;1.0;1.0;2.0;38.0;-4.0;2022;08
2022-08-31 00:00:00;Wilkes County;42.0;30.0;788.0;818.0;62945.0;4974.0;1.0;12.0;12.0;15.0;99.0;27.0;2022;08
2019-08-01 00:00:00;Cabarrus County;194.0;138.0;2302.0;2440.0;158984.0;8863.0;6.0;1.0;3.0;4.0;736.0;112.0;2019;08
2019-08-01 00:00:00;Columbus County;1.0;6.0;258.0;264.0;43211.0;3014.0;0.0;1.0;-3.0;-2.0;43.0;34.0;2019;08
2019-08-01 00:00:00;Forsyth County;220.0;228.0;4735.0;4963.0;270591.0;13575.0;0.0;9.0;41.0;50.0;458.0;84.0;2019;08
2019-08-01 00:00:00;Gaston County;108.0;101.0;1704.0;1805.0;160456.0;7916.0;8.0;-1.0;4.0;3.0;148.0;73.0;2019;08
2019-08-01 00:00:00;Gates County;3.0;4.0;68.0;72.0;10044.0;805.0;0.0;1.0;-1.0;0.0;21.0;3.0;2019;08
2019-08-01 00:00:00;Henderson County;79.0;117.0;1893.0;2010.0;95913.0;6002.0;6.0;-1.0;5.0;4.0;321.0;18.0;2019;08
2019-08-01 00:00:00;McDowell County;11.0;20.0;339.0;359.0;39759.0;2499.0;-1.0;2.0;11.0;13.0;88.0;8.0;2019;08
2019-08-01 00:00:00;Moore County;80.0;84.0;1699.0;1783.0;81814.0;11670.0;2.0;2.0;13.0;15.0;256.0;129.0;2019;08
2019-08-01 00:00:00;Pamlico County;6.0;6.0;130.0;136.0;10796.0;876.0;0.0;0.0;-4.0;-4.0;-34.0;7.0;2019;08
2019-08-01 00:00:00;Perquimans County;3.0;6.0;136.0;142.0;11203.0;914.0;1.0;0.0;-1.0;-1.0;16.0;3.0;2019;08
2019-08-01 00:00:00;Person County;13.0;14.0;332.0;346.0;37066.0;2506.0;1.0;3.0;7.0;10.0;21.0;0.0;2019;08
2019-08-01 00:00:00;Rutherford County;17.0;27.0;537.0;564.0;54775.0;3770.0;2.0;-1.0;-1.0;-2.0;306.0;4.0;2019;08
2019-08-01 00:00:00;Swain County;4.0;7.0;152.0;159.0;13717.0;1355.0;0.0;0.0;-2.0;-2.0;5.0;20.0;2019;08
2019-08-01 00:00:00;Transylvania County;35.0;25.0;591.0;616.0;28207.0;2114.0;0.0;2.0;5.0;7.0;-3.0;15.0;2019;08
2019-08-01 00:00:00;Vance County;12.0;15.0;234.0;249.0;34861.0;1646.0;-1.0;1.0;2.0;3.0;-52.0;13.0;2019;08
2019-08-01 00:00:00;Washington County;;1.0;52.0;53.0;9268.0;644.0;;0.0;2.0;2.0;33.0;18.0;2019;08
2019-10-01 00:00:00;Beaufort County;17.0;13.0;451.0;464.0;39554.0;3094.0;1.0;-1.0;9.0;8.0;148.0;-1.0;2019;10
2019-10-01 00:00:00;Brunswick County;113.0;95.0;1991.0;2086.0;114027.0;4923.0;7.0;3.0;3.0;6.0;1005.0;57.0;2019;10
2019-10-01 00:00:00;Chatham County;254.0;161.0;2053.0;2214.0;63730.0;4186.0;13.0;-2.0;13.0;11.0;313.0;14.0;2019;10
